Household income,Home Ownership,Count of household members,Household in urban/rural area,population density,Price of Gasoline Affects Travel,Travel is a Financial Burden,Age,Gender,Educational Attainment,More than One Job,Job Category,Count of Car Share Program Usage,Trip Time to Work in Minutes,Best estimate of annual miles,Count of household vehicles,count of children in household,Relationship,Full-Time or Part-Time Worker,Count of Walk Trips,Count of Bike Trips,Level of Physical Activity,Count of adult household members,Public Transportation or Taxi, Passenger to Friend/Family Member or Rental Car, Bicycle or Walk,Race African,Race Asian,Race American Indian,Race Native Hawaiian,Multiple Response Race
11,1,4,1,5,3,2,41,0,5,2,4,0,30,250.098411314096,4,0,1,1,10,0,2,2,2,3,3,0,0,0,0,0
6,2,2,1,6,2,2,42,0,3,1,1,0,10,17371.266148911,2,0,1,2,4,0,2,2,4,3,4,0,0,0,0,1
5,1,1,1,5,1,4,52,0,3,2,4,0,10,13198.0880808209,1,0,1,1,4,0,3,1,4,1,2,0,0,0,0,0
10,1,2,2,2,3,3,33,1,5,2,4,0,20,11427.4336148905,2,0,2,2,10,0,2,2,4,3,4,0,0,0,0,0
6,1,2,2,2,3,3,64,0,2,2,4,0,45,14550.2984268226,2,0,2,1,7,0,2,2,4,3,4,0,0,0,0,0
7,1,2,1,6,4,4,36,1,4,2,4,0,15,5989.3869299713,2,0,2,1,0,0,1,2,4,4,4,0,0,0,0,0
11,1,2,2,2,2,3,62,0,4,1,4,0,30,28399.2572695362,4,0,1,1,0,0,3,2,4,3,3,0,0,0,0,0
2,1,3,2,4,3,3,62,1,3,2,4,0,12,11572.511715758,3,0,7,1,7,0,3,3,4,1,4,0,0,0,0,0
10,1,3,2,3,2,4,20,0,3,2,1,0,20,3688.70402891352,4,0,3,2,0,0,2,3,2,3,4,0,0,0,0,0
8,1,2,1,4,2,4,59,0,5,2,4,0,30,29480.4420502909,2,0,1,1,3,0,2,2,3,2,2,0,0,0,0,0
5,2,2,1,3,3,4,30,1,5,2,4,0,20,27168.2397182998,2,0,1,1,14,0,3,2,4,4,4,0,0,0,0,0
8,1,4,1,3,5,4,49,0,3,2,4,0,55,24599.3003437216,3,0,2,1,0,0,1,3,4,4,4,0,0,0,0,0
7,1,4,2,1,2,3,33,1,4,2,2,0,40,26859.1490322978,3,1,1,1,3,0,2,2,4,4,4,0,0,0,0,0
11,1,5,1,5,2,2,40,0,4,2,1,0,15,20731.6344875632,2,0,1,1,5,0,3,2,2,2,4,0,0,0,0,0
9,1,2,1,4,5,5,51,0,4,2,4,0,10,15544.0437654926,2,0,2,1,0,0,2,2,2,3,4,0,0,0,0,0
7,1,2,1,4,4,3,33,0,4,2,4,0,50,8545.49957940907,3,0,1,1,0,0,2,2,2,3,3,0,0,0,0,0
8,1,5,1,5,3,5,40,0,4,2,4,0,20,5664.3979194329,2,0,2,1,0,0,2,2,1,4,4,0,0,0,0,0
9,1,2,2,1,2,2,62,1,3,1,4,0,15,3215.59005966658,3,0,1,1,4,0,2,2,4,1,4,0,0,0,0,0
8,1,2,1,6,4,3,25,1,4,2,4,0,15,6305.69054173733,2,0,2,1,3,0,3,2,2,4,1,0,0,0,0,0
6,1,2,1,6,4,4,34,1,5,2,4,0,45,23547.5550313672,2,0,1,1,10,0,1,2,4,4,4,0,0,0,0,0
11,1,3,1,3,3,2,50,0,4,2,4,0,30,8176.7684420138,2,0,1,1,7,0,2,2,1,4,2,0,1,0,0,0
9,1,4,1,5,3,4,60,1,3,2,2,0,7,6909.0550388666,2,0,1,1,7,0,3,4,2,1,3,0,0,0,0,0
10,1,3,2,2,3,4,50,0,4,2,1,0,25,10455.9849438918,3,0,1,1,6,0,3,3,4,1,4,0,0,0,0,0
5,1,2,1,4,1,3,28,0,3,2,4,0,2,9958.53250671699,2,0,1,1,0,0,2,2,4,4,4,0,0,0,0,0
11,1,3,1,5,5,5,65,1,5,2,4,0,35,6269.0047220755,2,0,1,1,20,1,3,3,3,3,3,0,0,0,0,0
10,1,4,2,2,4,2,19,0,3,2,3,0,20,11333.3333333333,4,0,3,2,5,0,3,3,4,1,4,0,0,0,0,0
8,1,4,1,6,5,3,21,1,3,2,1,0,15,3883.13007846039,5,0,3,2,0,0,1,4,4,1,4,0,0,0,0,0
7,1,1,1,5,2,4,62,1,5,1,4,0,12,18792.122384601,2,0,1,1,15,20,3,1,4,4,1,0,0,0,0,0
9,1,2,2,2,2,4,58,1,4,2,4,0,28,64284.363711875,2,0,1,1,3,0,2,2,4,4,4,0,0,1,0,0
7,1,2,2,2,4,4,51,1,5,2,4,0,45,20625.0,5,0,1,1,20,0,2,2,2,3,2,0,0,0,0,0
6,1,2,1,3,2,2,47,0,2,2,1,0,5,15544.7546759164,2,0,3,1,0,0,3,2,4,1,4,1,0,0,0,0
8,1,2,2,1,4,4,59,1,5,1,4,0,20,1626.21628174108,3,0,1,1,3,0,2,2,4,1,4,0,0,0,0,0
6,2,2,1,5,3,2,29,0,5,1,4,0,15,14103.8810575167,2,0,1,1,5,0,2,2,4,4,4,0,0,0,0,0
6,1,1,1,5,2,3,69,1,4,2,4,0,20,3142.86762745285,1,0,1,1,3,0,2,1,2,4,4,0,0,0,0,0
8,1,2,2,2,4,4,60,0,2,2,2,0,15,19774.4362477157,4,0,2,1,0,0,3,2,4,4,4,0,0,0,0,0
5,1,3,2,1,5,4,53,0,4,2,4,0,20,17998.0616879383,3,0,4,1,17,0,2,3,4,1,4,0,0,0,0,0
6,2,2,1,6,3,3,35,1,3,2,4,0,135,12127.3722814512,2,0,1,1,0,0,1,2,4,3,4,0,0,0,0,0
6,1,3,1,5,2,2,49,1,5,1,1,0,8,23258.974718407,2,0,1,2,9,0,2,2,3,3,3,0,0,0,0,0
11,1,3,1,3,2,3,57,1,4,2,2,0,35,16212.6840150331,3,0,2,2,8,0,2,2,2,3,4,0,0,0,0,0
7,1,2,1,5,1,3,54,1,5,2,2,0,35,15296.7590057651,1,0,1,1,4,0,3,2,4,1,4,0,0,0,0,0
7,1,4,1,4,4,3,49,1,3,2,1,0,90,25807.1845062188,2,0,1,2,2,0,2,2,1,4,4,0,0,0,0,0
5,2,2,1,1,1,2,64,1,2,2,1,0,20,2101.90445033275,3,0,2,1,30,0,3,2,1,1,4,0,0,0,0,0
9,1,5,1,4,3,2,36,1,4,2,4,0,30,22794.2872028888,2,2,1,1,0,0,3,2,2,1,4,0,0,0,0,0
7,2,1,1,4,1,3,41,0,5,2,4,0,15,23756.5644280763,1,0,1,1,5,0,2,1,3,2,2,0,1,0,0,0
6,1,4,1,7,2,2,53,1,1,2,1,0,40,9942.76107355398,4,0,4,1,0,0,1,4,4,1,4,0,0,0,0,0
9,1,5,2,4,2,3,37,0,4,2,4,0,40,12711.3857707374,2,2,2,1,6,2,3,2,4,3,4,0,0,0,0,0
7,1,2,2,1,4,2,57,0,2,2,3,0,2,6340.79155529493,4,0,1,1,24,0,3,2,4,4,2,0,0,0,0,0
7,1,2,2,1,4,3,57,0,3,2,1,0,25,20554.1041995027,2,0,1,1,4,2,3,2,4,4,4,0,0,0,0,0
7,1,2,1,3,2,2,59,1,4,2,4,0,10,9672.44219411771,3,0,2,2,3,0,2,2,4,4,4,0,0,0,0,0
6,1,4,1,3,4,5,50,1,5,2,4,0,30,20049.9553688241,3,0,2,1,7,0,2,2,4,1,4,0,0,0,0,0
6,2,2,2,2,1,1,70,0,2,2,1,0,20,5904.18924870296,2,0,1,2,3,0,2,2,4,4,4,0,0,0,0,0
6,2,1,1,5,2,2,58,1,3,2,4,0,30,2987.93692648339,1,0,1,1,0,0,2,1,2,1,3,0,0,0,0,0
11,1,5,1,4,4,2,23,0,4,2,1,0,5,14909.1804249916,4,0,3,2,0,0,2,3,2,1,4,0,0,0,0,0
7,1,3,1,5,5,5,42,1,3,2,4,0,58,14739.2342892636,3,0,3,1,3,0,2,3,2,4,4,0,0,1,0,0
7,1,2,1,2,5,5,64,0,3,2,4,0,15,40826.589207974,2,0,1,1,7,0,2,2,2,3,4,0,0,0,0,0
10,1,2,1,3,3,3,57,0,3,2,4,0,5,10084.8364013683,5,0,1,1,4,0,3,2,4,4,4,0,0,0,0,0
6,1,2,1,2,2,2,50,1,3,2,2,0,5,26472.5828222359,4,0,1,1,3,0,2,2,4,1,2,0,0,0,0,0
7,1,2,1,6,2,3,55,0,3,2,3,0,17,8807.84588030425,2,0,1,1,7,0,2,2,3,4,4,0,0,0,0,0
6,1,3,1,5,4,4,50,1,4,2,2,0,7,8675.82836048404,4,0,1,1,3,1,2,2,1,4,1,0,0,0,0,0
8,1,3,1,4,2,3,30,1,4,2,4,0,15,11310.7204791689,2,1,2,1,2,0,2,2,4,3,3,0,0,0,0,0
9,2,2,1,8,5,2,30,0,4,2,1,0,30,29470.9853672513,2,0,1,1,2,1,3,2,3,1,3,0,0,0,0,0
11,1,4,1,6,3,2,46,1,5,2,4,0,45,12550.2916709647,2,0,1,1,1,0,2,2,2,3,4,0,0,0,0,0
7,1,3,1,3,2,3,36,1,5,2,4,0,25,19011.0,2,1,1,1,2,0,2,2,4,3,4,0,0,0,0,0
3,2,2,1,7,1,1,36,1,5,2,4,0,15,9702.73592447217,1,0,1,2,0,0,1,1,1,4,4,1,0,0,0,0
6,1,2,1,6,1,2,58,0,4,2,3,0,35,14982.7365493303,3,0,1,1,5,0,2,2,2,3,4,0,1,0,0,0
10,1,3,2,1,4,3,57,1,4,2,4,0,33,19403.5321692541,4,0,2,1,14,0,2,2,4,4,4,0,0,0,0,0
6,2,1,1,4,2,3,62,1,4,2,4,0,20,14735.6854250327,1,0,1,1,0,0,2,1,3,3,4,0,0,0,0,0
9,1,4,1,4,4,4,38,0,4,2,1,0,50,30315.466883686,3,2,2,1,3,0,2,2,2,3,4,0,0,0,0,0
11,1,4,1,4,4,2,35,0,5,2,4,0,45,8773.0,2,1,1,1,2,0,2,2,4,1,2,0,1,0,0,0
11,1,2,1,6,4,2,55,1,5,2,4,0,5,6476.82460390923,4,0,2,1,5,1,2,2,3,1,3,0,0,0,0,0
10,1,4,1,3,2,2,34,0,4,2,4,0,30,11070.0378180876,2,2,1,1,2,1,2,2,4,2,4,0,0,0,0,0
5,1,1,1,5,4,4,58,1,4,2,4,0,40,11963.4725818596,1,0,1,1,0,0,2,1,4,3,4,0,0,0,0,0
9,1,3,1,7,3,3,30,0,2,2,1,0,30,12532.0,3,1,2,1,4,0,2,2,4,4,4,0,1,0,0,0
10,1,1,1,4,1,1,35,1,4,2,4,0,25,4424.52955841726,1,0,1,1,0,3,2,1,3,4,4,0,0,0,0,1
11,1,2,1,6,5,5,71,0,5,2,4,0,5,5506.79378778152,3,0,1,1,20,0,3,2,4,4,4,0,0,0,0,0
10,1,1,1,6,4,5,39,0,4,2,4,0,25,15387.304693967,5,0,1,1,10,0,2,1,3,2,2,0,0,0,0,0
6,1,2,2,2,1,3,52,1,3,2,2,0,15,25809.3150422102,2,0,2,2,40,0,2,2,4,4,4,0,0,0,0,0
4,2,4,1,5,3,3,24,0,2,2,1,0,10,4375.7041490587,2,0,5,1,14,0,2,4,1,1,2,0,0,0,1,0
5,1,1,1,6,1,3,58,1,3,2,2,0,28,1457.2261621419,2,0,1,1,1,0,2,1,1,3,2,1,0,0,0,0
10,2,3,1,6,4,4,28,1,3,2,2,0,15,39421.3427825244,3,0,2,1,3,0,2,3,2,3,2,0,0,0,0,0
10,1,3,1,4,3,2,57,0,5,2,4,0,15,16680.2868769567,4,0,2,1,7,0,2,3,4,1,4,0,0,0,0,0
10,1,2,2,1,3,3,47,1,2,2,4,0,12,7286.87611345158,3,0,1,1,5,0,3,2,4,3,4,0,0,0,0,0
8,1,2,1,2,2,3,59,1,3,1,2,0,13,18423.4221818542,2,0,2,1,0,0,1,2,4,4,4,0,0,0,0,0
4,1,2,1,4,2,3,59,0,2,2,1,0,10,3722.670191886,1,0,1,1,6,0,3,2,2,4,4,0,0,0,0,0
8,1,3,1,4,2,2,55,0,4,2,4,0,35,14844.5074796306,4,0,1,1,0,0,3,2,4,1,4,0,0,0,0,0
9,1,3,2,1,4,4,42,1,4,2,4,0,20,16205.7154276687,3,1,2,1,5,0,2,2,4,1,4,0,0,0,0,0
9,1,6,1,5,4,3,55,0,5,1,1,0,25,14389.0357206851,4,0,2,1,0,0,3,5,3,3,2,0,0,0,0,0
10,1,2,1,5,5,5,48,0,4,2,4,0,35,13461.6360627624,3,0,1,1,5,2,2,2,3,1,3,0,0,0,0,0
8,1,3,2,2,3,3,32,0,4,2,3,0,40,6536.5687103995,5,0,2,1,0,0,2,3,4,1,4,0,0,0,0,0
11,1,2,1,6,3,2,46,0,5,1,4,0,30,24183.6520635775,3,0,1,1,9,0,3,2,2,1,4,0,0,0,0,0
9,1,1,1,4,2,3,51,1,4,2,4,0,45,15061.6638821407,1,0,1,1,4,0,3,1,4,4,2,0,0,0,0,0
11,1,4,1,6,4,3,46,1,4,2,4,0,5,6907.20850955335,4,0,2,2,6,4,3,2,4,1,1,0,0,0,0,0
8,1,2,1,4,4,4,63,0,4,2,4,0,30,9227.64920682519,4,0,1,1,0,0,2,2,2,1,4,0,0,0,0,0
5,1,3,1,2,1,2,27,0,3,2,4,0,15,8846.45088928141,4,0,3,1,7,0,3,3,4,4,4,0,0,0,0,0
8,1,2,1,4,4,3,51,1,4,2,4,0,10,8243.69826542025,3,0,1,1,0,0,1,2,2,4,4,0,0,0,0,0
7,1,1,1,6,3,4,52,0,3,2,4,0,20,14471.7503509202,1,0,1,1,7,0,2,1,4,4,4,0,0,0,0,0
10,1,3,1,5,3,2,30,1,5,2,4,0,6,8382.99977474902,3,0,2,1,1,0,2,3,4,4,4,0,0,0,0,0
9,1,1,1,6,2,3,44,1,4,2,4,0,15,1753.30018110152,1,0,1,1,6,0,3,1,3,3,1,0,0,0,0,0
6,1,4,2,2,4,4,39,1,4,2,2,0,55,3639.10418774597,3,0,1,1,3,0,2,2,4,1,2,0,0,0,0,0
3,1,1,1,2,2,3,63,1,2,2,3,0,2,8864.44968870393,1,0,1,1,0,0,2,1,2,1,4,0,0,0,0,0
11,1,2,1,3,2,2,49,1,3,2,4,0,120,6341.52656129799,2,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
10,1,2,1,6,4,4,55,1,3,2,4,0,15,11680.3528527081,3,0,1,1,2,0,2,2,3,4,4,0,0,0,0,0
4,2,1,1,2,2,3,55,1,2,2,2,0,20,7000.74383857342,1,0,1,1,0,0,2,1,4,1,2,0,0,0,0,0
10,2,4,1,7,3,3,30,0,5,2,4,0,25,9477.26270382028,4,0,1,1,10,0,2,4,1,4,4,0,1,0,0,0
8,1,5,1,5,3,2,35,0,3,2,3,0,35,14215.6037858587,4,1,1,1,0,0,2,2,4,3,4,0,0,0,0,0
9,1,3,1,5,2,4,37,0,3,2,4,0,10,7608.22073366864,4,0,2,1,0,0,3,2,4,1,4,0,0,0,0,0
5,1,1,2,1,3,3,66,0,4,2,4,0,13,5911.72396980106,1,0,1,1,3,0,3,1,4,1,4,0,0,0,0,0
7,1,2,2,2,4,3,79,1,4,2,4,0,17,18048.9400270662,2,0,1,2,2,0,2,2,2,3,4,0,0,0,0,0
8,1,1,1,6,4,2,45,1,4,1,4,0,30,10636.0227508631,1,0,1,1,0,0,2,1,1,3,4,0,0,0,0,0
9,1,2,1,5,4,2,67,1,5,2,2,0,30,11245.5733709165,2,0,2,2,5,0,2,2,4,1,4,0,0,0,0,0
8,1,2,1,4,2,3,43,0,4,2,4,0,50,19292.1706526367,2,0,1,1,1,0,2,2,3,3,4,0,0,0,0,0
6,1,2,1,4,5,3,33,0,3,2,3,0,30,21219.0492071312,2,0,3,1,23,0,3,2,3,1,4,0,0,0,0,0
9,1,2,2,2,2,3,54,1,5,2,4,0,30,6784.84542508129,2,0,2,1,6,0,2,2,4,1,4,0,0,0,0,0
10,1,4,1,5,3,4,45,0,3,2,1,0,40,200000.0,2,1,2,1,0,0,2,2,2,3,4,0,0,0,0,0
6,1,2,1,5,2,3,63,0,3,1,3,0,20,14599.171132744,2,0,2,1,0,0,2,2,4,1,4,0,0,0,0,0
8,1,2,2,2,2,2,57,1,4,2,4,0,25,17431.8461701413,2,0,2,1,1,0,1,2,4,1,4,0,0,0,0,0
6,1,2,1,4,3,3,62,0,2,2,3,0,50,8471.17445328193,3,0,1,1,2,0,2,2,4,4,4,0,0,0,0,0
6,1,2,2,2,5,5,61,1,3,2,2,0,10,9734.12860923121,3,0,1,1,7,0,2,2,4,1,4,0,0,0,0,0
10,2,3,1,4,4,4,29,1,5,2,4,0,35,8549.92056731472,2,1,1,1,1,0,2,2,3,3,4,0,0,0,0,0
6,1,3,1,6,1,3,49,1,4,2,4,0,5,10811.1717160681,3,0,1,1,0,0,3,3,4,1,4,0,0,0,0,0
9,1,4,1,6,2,2,46,1,3,2,2,0,25,16544.838765363,4,0,3,1,3,0,2,4,4,1,4,0,1,0,0,0
7,2,2,1,4,4,2,44,1,4,2,3,0,20,8750.84851833886,3,0,2,2,4,0,2,2,4,1,4,0,0,0,0,0
7,1,2,1,6,4,4,59,1,4,2,1,0,25,23036.7467230019,2,0,1,1,0,0,2,2,3,1,4,0,0,0,0,0
6,1,1,2,1,1,4,53,1,5,2,4,0,5,14178.3560707492,2,0,1,1,0,0,1,1,4,4,4,0,0,0,0,0
7,1,4,1,6,3,2,44,1,4,2,4,0,35,736.904023812122,3,0,2,1,0,0,1,2,4,4,4,0,0,0,0,0
7,1,2,2,1,5,5,64,0,5,2,4,0,75,21438.8275992564,2,0,1,1,7,0,2,2,4,1,4,0,0,0,0,0
6,1,1,1,4,4,3,61,1,5,1,4,0,10,13460.063948737,1,0,1,1,3,2,2,1,2,3,1,0,0,0,0,0
11,1,3,1,7,2,3,49,0,5,1,4,0,20,25085.0772639887,3,0,1,1,7,0,3,3,2,4,4,1,0,0,0,0
8,1,2,1,7,3,3,64,0,3,2,1,0,70,6665.04296308927,2,0,1,1,2,0,2,2,3,1,4,0,0,0,0,0
7,1,1,1,3,5,5,49,0,5,2,4,0,20,1670.96896151116,1,0,1,1,1,0,3,1,1,3,2,0,0,0,0,0
9,1,4,1,4,3,3,42,0,4,2,4,0,5,5515.75558054225,2,0,1,1,7,0,2,2,4,1,4,0,0,0,0,0
7,1,2,1,5,4,3,55,0,5,2,4,0,45,14646.2097724164,1,0,1,1,5,0,2,2,3,2,4,0,0,0,0,0
10,2,3,1,6,3,3,43,1,4,2,4,0,60,3813.75029153934,3,0,1,1,6,0,2,2,3,4,3,0,0,0,0,0
5,1,2,2,2,2,2,73,1,4,2,3,0,30,11805.3188909524,2,0,2,2,0,0,2,2,4,4,4,0,0,0,0,0
4,1,4,1,3,2,3,30,1,4,2,4,0,25,11784.3871119004,2,0,1,1,14,0,3,2,4,2,4,0,0,0,0,0
10,1,4,1,3,4,4,20,0,3,2,1,0,5,10797.0015152855,4,0,3,2,0,0,2,3,4,4,4,0,0,0,0,0
11,1,2,1,5,3,3,67,0,5,2,4,0,35,16487.6171972403,2,0,1,1,5,0,2,2,2,4,4,0,0,0,0,0
11,1,3,2,2,5,3,40,0,5,2,4,0,20,11423.2418962012,6,0,2,1,7,0,2,2,4,1,4,1,0,0,0,0
6,1,5,1,6,2,3,41,0,2,2,1,0,30,25769.8180529379,4,0,1,1,2,0,3,4,3,3,3,0,0,0,0,0
4,2,1,1,1,3,2,72,1,2,2,1,0,5,3828.86722955929,1,0,1,1,4,0,2,1,4,1,2,0,0,0,0,0
8,1,1,1,6,5,4,53,1,4,2,4,0,10,5423.24160919409,1,0,1,1,2,0,2,1,3,1,4,0,0,0,0,0
7,1,4,2,1,5,5,45,1,3,2,2,0,20,23122.7445139184,3,0,1,1,7,0,2,3,4,1,4,0,0,0,0,0
6,1,1,1,6,2,4,59,1,3,2,4,0,75,15774.7624298046,1,0,1,1,0,0,2,1,4,2,4,0,0,0,0,0
7,1,2,1,6,3,4,50,0,3,2,1,0,25,3713.94330798615,5,0,2,1,5,0,3,2,4,1,4,0,0,0,0,0
10,1,3,1,4,4,3,49,1,4,2,4,0,45,12348.7720055613,3,0,2,1,0,0,3,3,2,1,4,0,0,0,0,0
7,2,2,2,1,4,2,35,1,4,2,4,0,60,12675.2984760137,2,0,2,1,10,0,2,2,4,1,1,0,0,0,0,0
10,2,1,1,6,5,5,59,0,5,2,4,0,10,10127.5761890576,1,0,1,1,0,0,2,1,2,4,4,0,0,0,0,0
7,1,5,1,4,4,4,35,1,3,2,2,0,60,8603.28651442408,2,0,2,1,0,0,1,2,1,4,4,1,0,0,0,0
7,1,3,1,5,3,3,32,0,4,2,4,0,45,21281.8596785812,2,1,1,1,3,0,3,2,4,2,4,0,0,0,0,0
9,1,4,1,3,5,4,47,1,5,2,4,0,40,12765.3105775023,2,1,1,1,5,0,3,2,2,3,4,0,0,0,0,0
6,1,2,1,5,5,4,61,1,4,1,4,0,15,4000.0,5,0,2,2,0,0,3,2,4,4,4,0,0,0,0,0
11,1,3,1,2,5,5,59,1,4,2,4,0,25,3244.11481936231,5,0,1,1,8,0,2,3,4,4,4,1,0,0,0,0
4,2,2,1,6,3,3,59,1,2,2,1,0,50,11030.3799940028,1,0,2,1,0,0,1,2,4,4,4,0,0,0,0,0
9,1,1,1,3,4,4,46,0,5,2,4,0,15,13557.7107018058,2,0,1,1,3,0,2,1,2,3,4,0,0,0,0,0
9,1,2,1,6,2,3,54,0,4,2,4,0,10,8315.53641990763,2,0,2,1,2,0,2,2,4,3,4,0,0,0,0,0
6,1,2,1,6,4,4,38,1,5,2,4,0,10,11676.1704428188,2,0,1,1,15,0,2,2,3,3,3,0,0,0,0,0
8,1,4,1,4,2,4,43,0,4,2,4,0,10,20552.6275811849,3,0,1,1,14,0,2,2,1,1,3,0,0,0,0,0
7,2,4,2,2,2,3,36,1,5,2,4,0,25,9515.84916715149,2,1,1,1,7,0,2,2,4,1,4,0,0,0,0,0
6,1,2,1,5,4,4,27,1,4,2,4,0,8,8843.12518639742,2,0,1,1,0,0,2,2,3,3,2,0,0,0,0,0
5,2,3,1,4,3,3,44,1,4,2,4,0,25,6000.0,4,0,1,1,0,0,2,3,4,4,4,0,0,0,0,0
6,2,1,1,5,3,3,25,0,4,2,4,0,20,19476.5145001148,1,0,1,1,7,0,2,1,4,4,4,0,0,0,0,0
10,2,1,1,6,3,4,57,1,5,2,4,0,12,2141.40216940131,2,0,1,1,2,0,2,1,4,1,4,0,0,0,0,0
3,2,3,1,6,5,4,60,0,5,2,4,0,30,113792.792547894,3,0,2,1,0,0,1,2,4,1,4,0,0,0,0,0
6,1,1,1,6,5,5,56,1,2,2,2,0,12,14698.9474256916,1,0,1,1,4,0,2,1,1,1,3,0,0,0,0,0
11,1,5,1,4,2,2,38,1,4,2,4,0,25,5636.59221736553,2,1,2,1,7,0,2,2,2,1,4,0,1,0,0,0
6,1,2,1,5,4,3,53,0,2,2,4,0,80,13184.0475092422,2,0,1,1,7,0,2,2,3,1,2,0,0,0,0,0
10,1,2,1,3,3,3,53,1,3,2,4,0,80,33299.3746038277,3,0,1,1,3,0,1,2,4,4,4,0,0,0,0,0
10,2,4,2,4,2,3,49,0,5,2,4,0,60,12336.4242843727,2,0,1,1,2,0,2,2,4,1,4,0,0,0,0,0
7,2,3,1,6,3,4,43,1,4,1,4,0,80,13986.1133328824,3,0,1,1,4,0,2,2,1,1,3,0,0,0,0,0
7,1,2,1,6,2,2,63,0,3,2,4,0,20,3646.82148450953,4,0,1,1,7,0,3,2,3,1,3,0,0,0,0,0
10,1,3,1,2,5,5,57,0,5,2,4,0,4,2981.02841923742,3,0,2,1,3,0,3,3,2,3,3,0,0,0,0,0
11,1,4,1,6,4,2,41,1,5,2,4,0,25,16909.8594065395,2,0,1,1,7,0,3,2,2,1,2,0,0,0,0,0
1,1,2,1,5,5,4,50,1,3,2,4,0,20,11648.8448257898,5,0,1,1,0,0,2,2,3,1,4,1,0,0,0,0
7,2,1,1,4,5,5,62,1,4,2,4,0,5,15109.8520499702,1,0,1,1,7,0,2,1,2,3,2,0,0,0,0,0
10,1,3,1,6,4,3,57,0,3,2,3,0,22,10556.885103163,2,0,2,1,7,0,3,3,1,1,4,0,0,0,0,0
6,1,4,1,3,1,2,21,0,4,1,4,0,7,2338.6824877712,3,0,3,1,7,0,3,3,4,4,4,0,0,0,0,0
4,2,2,1,5,1,1,64,1,2,2,1,0,20,5974.16384630159,2,0,2,1,7,0,2,2,4,1,4,0,0,0,0,0
5,1,3,1,4,1,3,59,0,2,2,3,0,180,44564.1431387885,4,0,2,1,15,0,2,3,2,1,4,0,0,0,0,0
6,1,1,1,6,2,5,51,1,5,2,4,0,8,6081.32336747165,1,0,1,1,0,0,2,1,4,1,4,0,0,0,0,0
8,1,1,1,6,4,4,57,1,4,2,4,0,55,16357.8964791506,3,0,1,1,6,0,2,1,2,3,2,1,0,0,0,0
11,1,2,1,6,4,3,64,0,4,2,4,0,10,3577.92033157403,3,0,1,1,7,0,2,2,2,1,1,0,0,0,0,0
11,1,2,1,5,5,3,65,0,5,2,4,0,20,3466.71848678877,2,0,1,1,4,0,2,2,4,4,4,0,0,0,0,0
6,1,2,1,5,1,3,61,1,4,2,4,0,10,3487.94829663708,2,0,2,1,4,0,2,2,3,1,3,0,0,0,0,0
7,1,2,2,1,1,2,59,0,2,2,4,0,30,17868.3360194982,2,0,2,1,0,0,2,2,4,4,4,0,0,0,0,0
9,1,4,1,2,4,3,42,0,3,2,1,0,65,9492.11267220419,4,0,1,1,5,0,3,2,4,3,4,0,0,0,0,0
7,1,2,2,1,2,2,28,1,4,2,4,0,40,40639.6910118932,4,0,2,1,0,0,3,2,2,3,4,0,0,0,0,0
3,2,1,1,5,1,3,65,1,2,2,1,0,20,3370.82135880734,1,0,1,2,15,0,2,1,2,1,4,0,0,0,0,0
7,1,3,1,5,2,2,53,0,1,2,4,0,30,12771.7736547561,3,0,2,1,6,0,3,2,4,3,4,0,0,0,0,0
11,1,2,1,3,4,3,66,1,5,2,4,0,30,23277.6485181633,3,0,2,1,7,0,3,2,1,4,4,0,0,0,0,0
5,1,5,1,5,1,2,50,0,3,2,1,0,5,7366.01778394342,3,0,1,1,2,0,2,4,4,2,4,0,0,0,0,0
7,1,2,2,1,2,3,64,1,5,1,4,0,60,10892.7627209961,3,0,2,1,0,0,2,2,4,1,2,0,0,0,0,0
6,2,1,1,6,3,4,33,1,5,1,1,0,30,10755.1468046289,1,0,1,1,3,0,2,1,2,1,3,0,0,0,0,0
8,1,3,1,6,4,4,38,0,5,2,4,0,15,14608.158235189,2,1,1,1,0,0,2,2,1,1,1,0,0,0,0,0
3,1,1,1,6,3,3,65,0,4,2,3,0,10,1099.92327628609,2,0,1,2,4,0,2,1,3,3,2,0,0,0,0,0
6,1,3,1,6,2,2,25,1,4,2,4,0,90,32232.4546647328,4,0,3,1,6,0,3,3,2,4,4,0,0,0,0,0
9,1,4,1,5,2,2,50,0,4,2,4,0,30,5787.2137973625,4,0,2,1,4,0,1,2,4,3,4,0,0,0,0,0
7,1,5,1,6,1,1,52,1,2,2,1,0,15,14116.9979818565,3,1,2,1,0,0,2,2,2,3,4,0,0,0,0,0
10,1,4,1,1,2,3,33,1,3,2,1,0,33,35994.0602767182,4,0,1,1,10,0,3,2,2,3,4,0,0,0,0,0
6,1,2,1,5,2,2,65,1,5,2,4,0,35,4932.51597588945,1,0,1,2,3,0,2,2,4,1,2,0,0,0,0,0
9,1,2,1,6,2,3,62,1,5,2,4,0,10,10827.8633334844,2,0,1,2,21,0,3,2,4,1,2,0,0,0,0,0
7,1,1,1,6,2,2,57,1,4,2,1,0,40,22988.4224984812,2,0,1,1,40,0,3,1,3,3,2,0,0,0,0,0
6,1,2,1,5,5,1,47,1,2,2,1,0,15,22523.8481057316,2,0,1,2,1,0,2,2,3,3,3,0,0,0,0,0
