Household income,Home Ownership,Count of household members,Household in urban/rural area,population density,Price of Gasoline Affects Travel,Travel is a Financial Burden,Age,Gender,Educational Attainment,More than One Job,Job Category,Count of Car Share Program Usage,Trip Time to Work in Minutes,Best estimate of annual miles,Count of household vehicles,count of children in household,Relationship,Full-Time or Part-Time Worker,Count of Walk Trips,Count of Bike Trips,Level of Physical Activity,Count of adult household members,Public Transportation or Taxi, Passenger to Friend/Family Member or Rental Car, Bicycle or Walk,Race African,Race Asian,Race American Indian,Race Native Hawaiian,Multiple Response Race
8,2,3,1,6,3,4,42,0,3,2,3,0,60,11895.3741028124,1,0,2,1,6,5,3,2,1,4,3,0,0,0,0,0
9,1,3,1,3,3,3,46,0,2,2,3,0,55,16225.6262396674,2,1,1,1,7,0,3,2,3,2,4,0,0,0,0,0
10,1,3,1,6,4,5,38,0,4,2,1,0,5,13037.0160814339,3,1,1,1,1,0,2,2,2,3,4,0,0,0,0,0
10,1,2,2,1,4,3,55,1,3,2,4,0,240,24913.0050576017,3,0,2,1,7,0,3,2,1,1,4,0,0,0,0,0
7,1,2,1,4,1,3,73,0,2,2,3,0,20,2509.09090909091,3,0,1,1,2,0,3,2,3,1,4,0,0,0,0,0
6,1,3,1,3,4,2,42,1,4,2,4,0,30,10309.6938058833,2,0,1,1,7,0,2,2,4,3,4,0,0,0,0,0
7,1,2,1,6,3,4,66,0,5,2,1,0,15,9505.752753201,2,0,1,2,20,0,2,2,4,3,4,0,0,0,0,0
10,1,2,1,6,5,3,53,0,4,2,4,0,30,15503.2148888863,3,0,1,1,7,0,3,2,4,4,4,0,0,0,0,0
10,1,4,1,6,4,2,38,1,3,2,4,0,45,29369.7166852683,2,2,1,1,7,1,3,2,2,3,4,0,0,0,0,0
7,1,2,2,2,5,4,69,1,3,1,2,0,5,11461.7970647347,2,0,1,1,7,0,2,2,4,4,2,0,0,0,0,0
8,1,2,1,6,4,3,57,1,4,2,2,0,15,4225.18964680615,2,0,2,1,2,0,2,2,1,1,4,0,0,0,0,0
8,1,3,1,4,1,3,41,1,4,2,4,0,18,28525.8868667719,3,0,1,1,1,0,2,3,4,4,4,0,0,0,0,0
7,1,4,2,5,4,4,32,0,5,2,4,0,7,6848.99356276603,2,2,2,1,3,0,3,2,2,3,4,0,0,0,0,0
11,1,3,1,5,5,4,53,1,5,2,4,0,70,33240.2212947299,5,0,1,1,2,0,3,3,2,2,4,0,0,0,0,0
6,1,3,1,5,2,3,48,0,3,2,4,0,12,7726.11791613366,3,0,2,1,0,0,2,2,3,3,3,0,0,0,0,0
3,2,2,2,1,1,2,37,0,2,2,1,0,60,20948.0909060001,1,0,2,1,0,0,2,2,4,4,4,0,0,1,0,0
11,1,3,1,5,1,2,53,0,4,2,4,0,20,11250.2323131306,4,0,2,1,0,0,2,2,2,3,4,1,0,0,0,0
8,1,2,1,6,3,2,56,1,5,2,4,0,15,5134.72731039226,1,0,1,1,30,0,2,2,1,3,4,0,0,0,0,0
5,2,2,1,5,1,1,46,1,3,2,4,0,10,5681.69140964167,2,0,1,1,0,0,2,2,4,4,4,0,0,0,0,0
8,1,5,1,6,1,1,58,0,2,2,1,0,30,11779.9304647583,3,0,1,1,0,0,2,5,4,4,3,0,1,0,0,0
8,1,1,1,6,4,3,61,1,5,2,4,0,5,20524.9644557775,1,0,1,1,7,0,2,1,1,3,3,0,0,0,0,0
5,1,2,1,5,2,4,45,1,3,1,2,0,7,6737.88625118873,2,0,1,1,12,0,2,2,2,4,2,0,0,0,0,0
10,1,4,1,2,4,4,45,0,5,2,4,0,10,14695.7072253161,4,0,2,1,2,7,3,3,4,1,3,0,0,0,0,0
11,1,3,2,2,5,5,61,0,5,2,4,0,60,19135.0696584427,3,0,1,1,10,0,3,3,4,3,4,0,0,0,0,0
11,1,3,1,5,5,4,41,0,5,2,4,0,30,48213.8736550679,3,0,2,1,0,0,3,2,4,1,4,0,0,0,0,0
5,2,2,1,6,2,2,59,0,2,2,3,0,15,3230.34919737944,3,0,1,1,7,0,2,2,1,4,4,1,0,0,0,0
11,1,4,1,5,3,3,61,0,2,2,4,0,10,31798.3569952,4,0,2,1,0,0,3,3,4,4,4,0,0,0,0,0
7,2,2,1,6,4,3,25,0,2,2,4,0,20,9007.76561464158,4,0,2,1,3,0,3,2,2,1,4,0,0,0,0,0
10,2,3,1,6,3,2,24,0,4,2,4,0,100,25777.3030566382,3,0,3,1,5,0,1,3,2,1,4,0,0,0,0,1
4,1,3,2,1,4,4,57,1,4,2,2,0,12,15719.5752450682,1,0,1,1,0,0,2,1,4,4,4,1,0,0,0,0
6,1,3,1,5,4,2,30,0,3,2,3,0,55,14515.5052917204,3,1,1,1,3,0,3,2,2,3,3,0,0,0,0,0
6,1,1,1,4,5,5,61,1,3,2,4,0,20,18254.9543062244,1,0,1,1,0,0,2,1,2,3,4,0,0,0,0,0
5,1,1,1,2,4,2,59,0,2,2,3,0,6,1800.0,4,0,1,1,8,0,2,1,2,4,4,0,0,0,0,0
7,1,2,2,2,4,3,56,0,2,2,3,0,45,32185.5491929062,2,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
4,2,4,1,8,2,2,36,1,2,2,2,0,120,13308.5112714824,1,0,1,1,21,0,2,1,1,4,2,0,0,0,0,0
4,2,7,1,6,2,4,33,1,2,2,4,0,30,24478.350452997,2,1,1,2,2,0,1,4,4,4,4,1,0,0,0,0
6,2,1,1,2,2,2,26,1,5,2,4,0,12,11633.6754798302,1,0,1,1,1,0,1,1,2,3,3,0,0,0,0,0
9,1,2,1,5,2,3,47,0,2,2,4,0,40,12778.1505490967,3,0,2,1,0,0,1,2,4,1,3,0,0,0,0,1
8,2,2,1,6,3,4,62,0,3,2,1,0,60,15718.1334725265,2,0,1,1,6,0,3,2,4,1,4,0,0,0,0,0
9,1,2,2,4,4,2,45,0,4,2,1,0,60,15091.2442576346,3,0,2,1,0,0,2,2,2,3,4,0,0,0,0,0
8,1,5,2,1,4,3,43,0,5,2,4,0,10,13639.6060268226,2,1,2,1,0,0,3,2,4,3,4,0,0,0,0,0
8,2,3,1,2,4,4,44,0,5,2,3,0,25,6527.22160219896,3,0,2,1,0,0,3,2,2,1,4,0,0,0,0,0
10,1,3,1,4,5,5,31,1,5,2,4,0,40,11902.9224981602,2,1,1,1,0,0,1,2,1,4,3,0,0,0,0,0
9,1,3,1,6,2,2,51,0,4,1,4,0,25,15533.2307835849,3,0,1,1,4,0,3,3,1,4,4,0,0,0,0,1
10,1,4,1,6,3,3,36,0,3,2,4,0,20,22063.1315085423,2,0,2,1,14,0,3,2,4,4,4,0,0,0,0,0
4,2,2,2,2,1,2,56,1,2,2,4,0,30,20996.8867694507,2,0,1,1,14,0,3,2,4,1,4,0,0,0,0,0
10,1,3,1,6,3,4,64,0,5,1,4,0,45,14806.5225142696,3,0,1,1,3,0,2,3,2,1,2,0,1,0,0,0
1,2,2,1,7,2,4,24,1,5,2,4,0,15,11158.5412907254,2,0,1,1,0,0,2,2,3,3,2,0,0,0,0,0
6,2,1,1,6,3,3,23,0,4,2,4,0,5,14291.2545070407,1,0,1,1,20,0,2,1,4,4,3,0,0,0,0,0
7,2,2,1,6,3,2,36,1,5,1,2,0,3,16174.7986085226,2,0,2,1,2,0,3,2,1,4,4,0,0,0,0,0
11,1,2,1,5,5,5,64,0,3,2,1,0,42,17882.447428597,2,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
10,2,2,1,4,2,4,36,0,4,1,4,0,33,250.0,3,0,1,1,0,0,3,2,2,4,4,1,0,0,0,0
8,1,3,1,2,2,4,22,0,3,2,1,0,20,15259.0315099249,3,0,3,2,1,0,1,3,4,4,4,0,0,0,0,0
6,1,2,2,2,4,4,62,1,4,2,2,0,25,9764.35814779015,3,0,2,2,3,0,3,2,4,1,4,0,0,0,0,0
8,1,3,1,3,2,2,47,0,4,2,4,0,7,19839.7130223331,4,0,2,1,3,0,3,2,1,4,3,0,0,0,0,0
4,1,1,2,2,4,4,68,0,3,2,1,0,20,4517.76019898987,5,0,1,2,0,0,2,1,2,1,2,0,0,0,0,0
7,2,2,1,6,2,2,26,1,3,2,4,0,45,9320.23429313404,3,0,1,1,7,0,2,2,2,4,4,0,0,0,0,0
5,1,1,1,1,3,3,28,0,2,1,4,0,10,8520.0,1,0,1,1,0,0,2,1,4,4,4,0,0,0,0,0
10,1,2,1,5,4,2,32,0,5,2,4,0,15,12202.0633650518,2,0,2,1,14,0,3,2,2,3,4,0,0,0,0,0
8,1,3,1,6,2,3,59,0,4,2,4,0,30,4874.13538127708,2,0,1,1,0,0,2,3,2,1,3,0,0,0,0,0
7,1,3,2,2,2,2,56,0,2,2,3,0,30,23273.6120232394,6,0,2,1,15,0,3,3,4,1,4,0,0,0,0,0
8,1,4,1,6,5,5,41,0,4,2,4,0,45,12215.6399414465,2,0,2,1,0,0,2,2,4,1,4,0,0,0,0,0
7,1,3,1,4,5,2,52,1,3,2,4,0,60,36483.3973890708,2,0,1,1,0,0,2,3,2,4,4,0,0,0,0,0
9,2,2,1,6,4,4,36,1,4,2,4,0,12,5423.3305123494,2,0,1,1,1,0,2,2,3,3,3,0,0,0,0,0
7,1,3,1,6,2,2,31,0,4,2,1,0,40,15127.2296470925,2,0,1,1,14,0,2,2,1,3,4,0,1,0,0,0
4,1,1,1,5,2,1,50,1,5,1,4,0,25,10283.1692214171,1,0,1,1,12,0,2,1,4,3,4,0,0,0,0,0
9,2,2,1,6,4,4,44,1,4,2,4,0,20,7398.6733901432,2,0,2,1,7,0,2,2,3,3,2,0,0,0,0,0
6,1,2,1,3,4,4,70,0,3,2,1,0,12,10792.4150214428,2,0,2,2,2,0,2,2,4,4,2,0,0,0,0,0
9,1,3,1,6,4,5,56,1,4,2,4,0,10,16080.3508379826,2,0,1,1,0,0,3,3,2,3,3,0,0,0,0,0
8,1,4,1,5,3,3,47,1,5,2,4,0,12,17572.5586636794,3,0,1,1,3,0,2,3,2,1,4,0,0,0,0,0
5,1,1,2,3,1,3,29,0,3,1,4,0,40,19671.5878910286,2,0,1,1,2,0,2,1,4,1,4,1,0,0,0,0
6,1,4,2,2,1,1,39,0,3,2,3,0,25,11889.6,3,0,2,1,4,2,2,2,4,4,3,0,0,0,0,0
11,1,1,1,5,4,3,70,0,4,2,4,0,30,14770.5559476384,1,0,1,1,5,0,2,1,4,1,4,0,0,0,0,0
6,1,4,1,2,1,3,38,1,3,1,2,0,20,16000.0,2,0,1,1,3,0,2,2,4,4,4,1,0,0,0,0
6,1,3,1,2,4,2,66,0,2,2,3,0,7,100.0,4,0,2,2,7,0,2,3,4,3,4,0,0,0,0,0
3,2,1,1,5,4,4,21,1,4,2,1,0,15,8540.12504605646,1,0,1,1,1,0,2,1,3,1,4,0,0,0,0,0
3,1,1,1,3,1,1,54,1,4,2,2,0,20,5922.10549528125,1,0,1,1,1,0,2,1,4,2,4,0,0,0,0,0
10,1,2,1,4,3,3,59,0,5,2,4,0,20,20124.9860983807,4,0,1,1,3,0,3,2,4,4,4,0,0,0,0,0
8,2,4,2,1,2,4,34,1,4,2,4,0,25,200000.0,3,0,1,1,0,0,2,2,4,3,3,0,0,0,0,0
11,1,3,1,6,4,3,51,0,5,2,4,0,45,7654.0197722707,3,0,1,1,21,0,3,3,2,1,4,1,0,0,0,0
10,1,4,1,4,2,2,32,1,4,2,4,0,50,27984.0358279201,2,1,1,1,6,0,2,2,4,1,2,0,0,0,0,0
10,1,4,2,2,2,2,36,0,3,2,4,0,85,16842.4653429714,2,2,2,1,5,0,2,2,2,2,4,0,0,0,0,0
6,1,3,1,6,1,2,62,0,3,2,3,0,45,6079.71432309947,3,0,1,1,4,0,2,2,3,4,4,0,1,0,0,0
7,1,4,2,2,1,2,47,0,2,2,3,0,10,7308.84488075192,6,0,2,1,3,0,2,2,4,1,4,1,0,0,0,0
11,1,2,1,5,4,3,72,0,5,2,4,0,40,29522.4942961498,3,0,2,1,5,0,3,2,3,3,3,0,0,0,0,0
5,1,2,1,4,2,2,53,1,4,2,1,0,75,9787.33395537399,1,0,1,2,7,0,2,2,3,4,4,1,0,0,0,0
8,1,1,1,1,3,2,68,0,5,2,4,0,30,15220.7231036896,1,0,1,2,5,0,2,1,4,3,4,0,0,0,0,0
7,1,2,2,1,2,3,60,1,4,2,4,0,30,21662.0153141294,4,0,1,1,5,0,2,2,1,4,4,0,0,0,0,0
11,1,2,1,3,1,3,40,0,4,2,1,0,11,2875.15644603141,2,0,1,1,25,0,2,2,4,4,4,0,0,0,0,0
10,1,2,1,6,5,4,58,1,5,2,4,0,20,19369.5250636564,3,0,1,1,7,1,3,2,2,4,4,0,0,0,0,0
9,1,2,1,4,3,1,48,1,2,2,1,0,30,16592.7114620444,3,0,2,2,24,4,3,2,1,4,4,0,0,0,0,0
10,2,1,1,6,3,3,46,0,5,2,4,0,20,7171.0903113325,1,0,1,1,7,3,3,1,1,4,4,0,0,0,0,0
5,1,1,1,5,4,4,41,1,5,2,2,0,20,13265.4958830588,1,0,1,1,0,0,2,1,4,2,4,0,0,0,0,0
10,1,3,1,6,5,5,53,1,4,2,2,0,8,21496.867973403,2,0,1,1,9,0,2,3,1,4,3,0,0,0,0,0
5,2,1,1,5,2,3,63,1,3,2,4,0,15,9263.06316869481,1,0,1,1,15,0,3,1,2,1,4,0,0,0,0,0
7,2,1,1,5,2,3,52,1,5,2,4,0,45,3035.71767592315,1,0,1,1,8,0,2,1,4,1,4,0,0,0,0,0
10,1,2,1,6,4,4,66,0,5,2,4,0,30,172.0,3,0,1,1,3,0,2,2,2,3,1,0,0,0,0,0
8,1,3,2,2,2,4,38,0,3,2,3,0,27,6254.86600121648,4,0,1,1,9,0,2,3,2,3,4,1,0,0,0,0
10,1,2,2,2,5,5,63,1,5,2,4,0,25,3232.03035530592,2,0,2,1,1,0,1,2,4,4,4,0,0,1,0,0
9,1,2,1,6,3,4,61,1,5,2,4,0,15,11786.7612169352,2,0,2,1,25,0,2,2,4,4,4,0,0,0,0,0
10,2,2,1,5,3,2,29,0,4,2,4,0,20,1000.0,3,0,2,1,4,0,3,2,4,1,1,0,0,0,0,0
5,2,4,1,6,3,3,36,1,3,2,2,0,70,10748.4736889131,3,0,1,1,0,0,2,2,4,4,4,0,0,0,0,0
6,2,2,1,5,2,3,38,1,1,2,3,0,15,0.0,4,0,1,1,3,0,2,2,3,1,3,0,0,0,0,0
6,1,1,1,5,5,2,67,1,3,2,4,0,30,11261.1505876202,1,0,1,1,4,0,2,1,1,3,4,0,0,0,0,0
9,1,1,1,1,5,3,69,1,4,2,4,0,40,6109.27967593128,1,0,1,2,0,0,2,1,1,1,4,0,0,0,0,0
10,1,3,1,6,4,3,46,0,2,2,3,0,60,40642.8367965467,4,0,2,1,0,0,2,2,2,3,4,0,0,0,0,0
4,2,2,1,4,2,2,22,0,2,2,3,0,25,12000.0,2,0,2,1,2,0,3,2,3,1,2,0,0,0,1,0
7,1,2,1,5,2,4,63,1,3,2,2,0,15,3852.56136264868,2,0,2,1,19,0,3,2,4,1,2,0,0,0,0,0
10,1,1,1,4,1,1,59,1,5,2,4,0,10,8225.83953517247,3,0,1,1,4,0,2,1,1,4,4,0,0,0,0,0
11,1,3,2,1,5,4,56,1,5,2,4,0,65,16518.1600055556,3,0,1,1,3,1,2,2,2,1,1,0,0,0,0,0
9,1,2,2,2,3,3,56,1,3,2,1,0,10,24363.3781239997,2,0,2,1,0,0,2,2,4,4,4,0,0,0,0,0
7,1,4,1,4,5,4,29,1,4,2,4,0,25,17843.5578222118,2,2,2,1,4,0,2,2,4,3,4,0,0,0,0,0
6,1,1,1,5,1,2,38,1,3,2,4,0,40,9777.25786395158,1,0,1,1,14,0,2,1,2,2,4,0,0,0,0,0
11,1,4,1,6,5,5,34,0,5,2,4,0,45,12536.5777270013,2,2,2,1,0,0,2,2,2,1,2,0,0,0,0,0
8,1,4,1,5,2,3,33,0,4,2,4,0,45,139529.642812043,2,0,2,1,3,0,1,2,3,1,3,0,0,0,0,0
10,1,2,1,4,3,3,33,1,5,2,4,0,45,7098.30587223541,3,0,1,1,8,6,3,2,2,3,3,0,1,0,0,0
7,1,1,1,5,4,4,63,1,5,1,4,0,50,17175.6213173255,1,0,1,1,18,0,3,1,2,1,4,0,0,0,0,0
6,1,2,2,1,3,3,57,1,4,2,1,0,24,10769.2495750542,2,0,2,2,7,0,2,2,4,1,4,0,0,0,0,0
9,1,2,1,5,4,4,64,1,4,2,4,0,20,21538.2045548343,2,0,2,1,0,0,1,2,2,3,2,0,0,0,0,0
6,1,2,1,6,1,1,66,0,3,2,1,0,20,8172.30267754446,1,0,1,2,0,0,2,2,4,2,4,0,0,0,0,0
6,1,2,2,2,3,4,62,1,3,2,4,0,10,18000.0,1,0,1,1,3,0,2,2,2,1,2,0,0,0,0,0
9,1,3,1,6,2,3,26,1,4,2,4,0,15,3124.01017224495,5,0,2,1,2,0,3,3,3,3,4,0,0,0,0,0
4,2,3,1,5,1,2,37,1,3,1,2,0,45,36968.7309115413,1,0,1,1,2,0,1,1,4,1,4,0,0,1,0,0
5,2,1,1,6,4,3,51,1,4,2,4,0,25,23710.3698321458,2,0,1,1,0,0,1,1,2,1,4,0,0,0,0,0
5,1,1,1,5,4,2,62,1,3,2,2,0,4,12851.4304959625,1,0,1,1,3,0,2,1,3,1,2,0,0,0,0,0
6,1,5,2,2,2,3,46,0,4,2,2,0,10,14407.8670481919,3,0,3,1,7,0,2,4,4,1,4,0,0,0,0,0
11,1,3,1,6,5,3,40,0,4,2,4,0,45,10054.5259426745,4,1,2,1,0,0,2,2,3,1,1,0,0,0,0,0
9,1,3,1,5,3,4,58,1,4,2,1,0,30,10023.1580436977,4,0,1,1,9,0,2,3,2,1,4,0,0,0,0,0
8,1,2,1,6,5,5,56,1,4,2,4,0,10,10872.0,2,0,2,1,0,0,2,2,2,3,4,0,0,0,0,0
10,1,4,1,2,1,3,52,0,5,2,4,0,30,11025.9632448522,3,0,1,1,7,0,2,2,1,4,3,0,1,0,0,0
6,1,1,1,6,3,3,61,1,5,2,4,0,25,17197.2361951272,1,0,1,1,1,0,2,1,1,3,4,0,0,0,0,1
11,1,4,1,2,3,3,39,1,5,2,2,0,1,15167.5257067483,5,0,1,2,1,0,2,2,2,3,4,0,0,0,0,0
9,1,4,2,2,1,2,42,0,5,2,4,0,16,13878.8305673072,2,0,1,1,3,0,2,2,2,3,1,0,0,0,0,0
10,1,3,2,2,4,3,45,0,5,2,3,0,20,52981.2362394716,3,0,1,1,7,0,3,2,4,1,4,0,0,0,0,0
8,1,4,2,2,3,3,30,0,3,2,1,0,13,10384.7904766343,3,2,1,1,7,0,3,2,4,1,4,0,0,0,0,0
7,1,3,1,2,4,2,38,0,3,2,3,1,6,4490.5155959981,6,0,1,1,5,0,2,2,4,1,4,0,0,0,0,0
5,2,2,1,5,5,5,26,0,3,2,1,0,25,4757.81315026882,2,0,2,1,4,0,3,2,4,3,4,0,0,0,0,0
7,1,1,2,1,2,3,69,1,3,2,1,0,25,13719.8939721206,3,0,1,1,7,0,3,1,4,1,4,0,0,0,0,0
10,2,2,1,7,3,3,40,1,5,2,4,0,25,15846.0087963406,2,0,2,1,7,0,3,2,4,4,4,0,0,0,0,1
10,1,2,1,6,3,4,55,1,4,2,4,0,30,4581.45815788334,2,0,1,1,1,0,2,2,1,4,4,0,0,0,0,0
11,1,4,1,4,2,2,48,0,5,2,4,0,30,6806.29175459677,3,0,1,1,0,0,3,3,2,3,1,0,0,0,0,0
6,1,1,2,1,1,1,66,0,3,2,4,0,90,17745.8195862029,3,0,1,1,24,0,3,1,4,4,4,0,0,0,0,0
8,1,2,1,4,3,3,53,1,5,2,4,0,45,12888.7287992631,3,0,1,1,30,0,2,2,2,1,4,0,0,0,0,0
10,1,2,1,3,4,3,44,1,4,2,3,0,18,18206.2030305323,3,0,1,1,4,0,3,2,2,1,4,0,0,0,0,0
4,1,1,1,2,1,3,62,1,3,2,2,0,6,9369.81076571413,2,0,1,1,1,0,2,1,4,2,4,0,0,0,0,0
9,1,2,1,6,4,4,48,1,3,2,1,0,50,20281.5207244279,3,0,2,2,2,0,2,2,4,1,4,0,0,0,0,0
11,1,3,1,4,4,4,54,0,5,2,4,0,65,23090.2721063213,3,0,1,1,2,0,3,3,3,3,3,0,0,0,0,0
6,1,2,1,1,3,4,60,1,3,2,4,0,20,15883.8472781787,2,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
7,1,2,2,1,2,2,26,0,3,1,4,0,30,15752.7889125938,2,0,1,1,5,4,3,2,4,1,1,0,0,0,0,0
8,1,3,1,7,4,3,26,0,2,2,3,0,50,14197.8224681749,3,0,3,1,1,0,3,3,4,1,4,0,0,0,0,0
11,2,1,1,6,5,4,54,0,5,2,4,0,15,29079.0976140879,1,0,1,1,0,0,2,1,3,4,4,0,0,0,0,0
8,1,2,2,1,2,2,55,1,5,2,4,0,10,8401.92122026963,6,0,1,1,0,0,2,2,4,3,3,0,0,0,0,0
7,1,2,1,2,2,2,60,1,5,2,4,0,15,11810.1047793185,2,0,5,1,5,0,2,2,4,1,4,0,0,0,0,0
5,1,2,2,1,1,3,59,1,2,2,2,0,5,13807.2930489932,3,0,1,1,7,0,2,2,4,4,4,0,0,0,0,0
7,1,2,1,5,4,3,56,1,4,2,4,0,7,9259.75968996639,2,0,2,1,5,0,2,2,4,1,3,0,0,0,0,0
4,1,1,1,3,1,2,66,1,3,2,1,0,20,10752.7479182955,1,0,1,2,20,0,2,1,4,1,4,0,0,0,0,0
6,1,2,1,6,5,5,32,1,3,2,4,0,45,14350.4398612835,1,0,1,1,0,0,1,2,3,3,2,0,0,0,0,0
8,1,3,1,4,4,4,31,0,4,2,4,0,30,13125.1133864259,2,1,1,1,2,0,2,2,1,2,4,0,0,0,0,0
6,1,1,1,6,3,3,57,0,3,2,1,0,20,13228.8943979817,2,0,1,2,15,0,2,1,2,3,4,0,0,0,0,0
6,2,1,1,6,5,4,29,1,4,2,4,0,5,12162.2344667929,1,0,1,1,2,0,2,1,2,3,4,1,0,0,0,0
5,2,8,1,6,1,2,51,0,2,2,3,0,40,27625.3589918308,2,2,1,1,4,0,2,4,3,4,4,0,1,0,0,0
7,1,3,2,2,4,1,69,0,3,2,3,0,30,2280.89225356597,5,0,1,2,0,0,1,3,4,4,4,0,0,0,0,0
11,1,3,1,3,4,4,57,0,5,2,1,0,60,11861.4603804646,2,0,1,1,4,0,3,3,4,4,2,0,0,0,0,0
6,1,1,1,8,3,1,62,0,3,2,4,0,45,28127.6843778548,1,0,1,1,10,0,2,1,1,3,4,1,0,0,0,0
11,1,3,1,4,4,3,42,1,4,2,4,0,15,7652.58920232976,3,0,1,1,0,0,2,2,4,3,4,0,0,0,0,0
6,1,2,2,1,4,4,49,1,4,2,4,0,20,3654.17948681387,2,0,1,1,10,0,3,1,4,1,4,0,0,0,0,0
5,2,3,1,4,3,3,44,1,4,2,4,0,25,12154.5375403893,4,0,1,1,0,0,2,3,4,4,4,0,0,0,0,0
9,1,2,2,2,1,2,64,0,5,2,3,0,15,17810.665546838,2,0,1,1,0,5,2,2,4,4,4,0,0,0,0,0
8,1,3,1,6,3,3,36,1,3,2,1,0,25,7380.3049562884,3,1,1,1,0,0,2,2,2,4,4,0,0,1,0,0
9,2,4,1,4,2,2,53,1,5,2,4,0,40,1243.49244396751,4,0,2,1,1,0,2,3,4,1,4,0,0,0,0,0
3,1,4,1,2,2,2,52,0,2,2,2,0,15,12785.0002596362,4,0,3,1,0,0,3,4,4,4,4,0,0,0,0,0
9,1,2,1,7,5,5,54,0,4,2,4,0,27,8581.81952743124,3,0,1,1,0,0,2,2,2,3,3,0,0,0,0,0
6,1,2,2,1,4,3,62,1,4,1,1,0,35,23516.7937549528,3,0,1,2,2,0,3,2,4,1,4,0,0,0,0,0
10,1,4,1,4,5,4,45,1,5,2,1,0,10,7271.31112273262,2,0,2,2,7,0,3,2,2,1,2,0,0,0,0,0
6,1,2,1,2,4,4,49,0,2,2,4,0,5,31905.0530992057,2,0,2,1,0,0,2,2,4,4,4,0,0,0,0,0
9,1,4,1,1,3,3,53,0,3,2,4,0,30,10295.6030246919,3,0,7,1,7,0,2,4,4,4,2,0,0,0,0,0
7,2,3,1,4,3,2,31,0,5,2,4,0,30,4869.1286250287,2,1,1,1,2,0,2,2,2,3,4,0,1,0,0,0
7,1,3,1,4,3,3,32,1,4,2,2,0,40,25735.0911880396,2,1,2,2,2,0,1,2,2,4,2,0,0,0,0,0
4,2,3,1,8,3,3,57,1,5,2,1,0,30,7102.60405046673,4,0,1,1,7,0,3,3,1,4,2,0,0,0,0,0
8,1,1,2,1,4,3,64,0,4,2,4,0,20,4967.93373430901,3,0,1,2,5,0,3,1,2,3,4,0,0,0,0,0
7,1,2,1,6,4,3,41,1,3,2,2,0,18,27477.9970603112,2,0,1,1,1,0,1,1,4,3,4,0,0,0,0,0
6,2,2,1,5,4,3,51,0,3,2,1,0,10,349.136753137967,2,0,1,1,2,0,2,2,3,4,4,0,0,0,0,0
2,1,9,2,1,4,2,72,1,2,2,4,0,22,11162.2612709995,3,1,2,2,0,0,2,4,4,4,4,0,0,0,0,0
11,1,4,1,2,3,3,36,1,4,2,4,0,30,13954.1564511479,5,0,1,1,0,0,1,2,4,1,4,0,0,0,0,0
6,1,2,2,1,4,2,38,1,4,2,4,0,10,18943.7941816482,1,0,1,1,7,0,3,1,4,4,4,0,0,0,0,0
3,2,3,2,4,3,2,43,1,3,2,4,0,20,17554.0848084002,1,0,1,1,50,0,2,3,4,4,4,0,0,0,0,0
7,1,3,1,6,1,3,55,0,5,2,4,0,30,9340.01319333244,2,0,1,1,0,0,2,3,4,4,4,0,0,0,0,0
3,2,1,1,2,2,5,69,1,5,2,2,0,3,20331.5974816068,1,0,1,2,0,0,2,1,4,1,4,0,0,0,0,0
11,1,4,1,5,4,2,44,0,4,2,4,0,15,6932.00538801226,3,2,2,1,1,0,2,2,2,1,2,0,0,0,0,0
9,1,5,1,5,2,3,24,1,2,1,1,0,30,22017.3833780252,5,1,6,1,80,0,1,4,4,1,4,0,0,0,0,0
11,1,3,1,7,3,3,54,1,5,2,4,0,40,1286.0,4,0,1,1,4,0,3,2,2,1,3,0,0,0,0,0
11,1,1,1,6,2,3,58,0,5,2,4,0,10,2497.2,3,0,1,1,5,0,3,1,2,4,4,0,0,0,0,0
2,2,2,2,1,2,2,57,1,3,2,1,0,10,9261.35454980669,1,0,1,1,3,0,2,2,4,1,4,1,0,0,0,0
8,1,1,1,3,4,4,63,1,5,2,4,0,5,9116.66288944333,1,0,1,1,11,0,3,1,1,4,3,1,0,0,0,0
8,1,2,1,6,5,2,27,1,4,1,4,0,8,4687.78414964375,2,0,1,1,0,0,2,2,3,1,2,0,0,0,0,0
4,2,3,1,6,2,3,32,1,4,2,2,0,7,11883.7582949294,2,1,1,2,2,0,2,2,3,1,3,0,0,0,0,0
9,1,2,1,5,4,4,61,1,3,2,2,0,10,5683.34620619698,2,0,2,1,2,0,2,2,4,3,3,0,1,0,0,0
6,1,2,1,2,3,3,44,0,3,2,4,0,30,29831.3817654649,2,0,2,1,0,0,2,2,4,4,4,0,0,0,0,0
8,1,3,1,6,2,3,42,0,3,2,2,0,2,23567.2904438823,2,0,2,2,2,0,2,2,4,1,3,0,0,0,0,0
8,2,1,1,6,5,5,53,1,3,1,4,0,15,11501.7468174723,1,0,1,1,3,0,3,1,4,4,4,0,0,0,0,0
9,1,2,1,6,3,4,63,0,5,2,4,0,25,15673.9796447433,2,0,1,1,14,0,2,2,1,2,2,0,0,0,0,0
7,1,2,1,5,4,4,33,1,5,2,4,0,15,7281.0731707057,2,0,1,1,2,0,3,2,3,3,3,0,1,0,0,0
